id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40756300,"Deluxe Room with Queen Bed, City View",314151200,The Wall Street Inn,,Ward F (councilmember Jermaine D. Robinson),40.70462,-74.01027,Private room,419,1,1,2020-08-28,0.04,8,85,0,
40756435,Superior King Corner with City View,314151200,The Wall Street Inn,,Ward F (councilmember Jermaine D. Robinson),40.70462,-74.01027,Private room,410,1,2,2022-05-16,0.15,8,359,1,
40756456,Superior King Room with City View,314151200,The Wall Street Inn,,Ward F (councilmember Jermaine D. Robinson),40.70462,-74.01027,Private room,401,1,8,2022-07-25,0.35,8,355,2,
40756468,Superior Queen Room with City View,314151200,The Wall Street Inn,,Ward F (councilmember Jermaine D. Robinson),40.70462,-74.01027,Private room,375,1,2,2021-10-08,0.14,8,311,1,
40756475,Superior Double Room with City View,314151200,The Wall Street Inn,,Ward F (councilmember Jermaine D. Robinson),40.70462,-74.01027,Private room,390,1,3,2022-06-06,0.13,8,328,1,
40759549,Comfortable Room In Jersey City**Longterm Stay!!,274604030,Mario,,Ward D (councilmember Michael Yun),40.74826,-74.04987,Private room,38,59,3,2022-07-30,0.12,10,1,2,
40772398,Inviting Studio 20 mins to NYC!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76719,-74.04178,Entire home/apt,88,2,50,2022-09-02,1.51,25,284,26,
40778841,Stunning 1 BR 20 minutes to Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76686,-74.04307,Entire home/apt,132,2,79,2022-08-09,2.37,25,301,36,
40798708,Great Room In Jersey City **Long-term Stay**,260181960,Ivan,,Ward D (councilmember Michael Yun),40.74924,-74.04995,Private room,40,90,3,2021-08-31,0.09,3,0,0,
40801238,Stylish 2 BR 20 mins from Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76785,-74.04168,Entire home/apt,129,2,43,2022-06-26,1.29,25,254,22,
40852917,The 5 star corner,313784575,Michael,,Ward A (councilmember Denise Ridley),40.69912,-74.09818,Entire home/apt,85,3,0,,,2,177,0,
40861670,Fantastic Two Bed w Street Parking Near Light Rail,253839975,J,,Ward B (councilmember Mira Prinz-Arey),40.71602,-74.08714,Entire home/apt,133,28,9,2022-04-18,0.27,7,6,2,
40869871,Sonder at One Platt | One-Bedroom Apartment,219517861,Sonder (NYC),,Ward E (councilmember James Solomon),40.707972098527655,-74.00682651807061,Entire home/apt,448,2,20,2022-08-29,0.61,31,358,14,
40885483,Private Urban Oasis w/ Backyard / 15 min to NYC,52889477,Andrene,,Ward D (councilmember Michael Yun),40.74634,-74.04331,Entire home/apt,147,1,153,2022-09-02,4.85,1,75,57,STR20-00086
40917491,Phenomenal 2 BR 20 mins from NYC!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76631,-74.0434,Entire home/apt,129,2,56,2022-08-13,1.69,25,297,24,
40940978,SPACIOUS STUDIO minutes to NYC,67025240,Geovany,,Ward F (councilmember Jermaine D. Robinson),40.72142,-74.06623,Private room,55,2,6,2020-03-14,0.18,1,0,0,
40946289,TwinCity 2 BR/1 BA Apt - Minutes To NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72267,-74.04726,Entire home/apt,217,7,91,2022-09-18,2.75,35,68,33,
40946555,TwinCity 2 BR/1 BA Apt - Minutes To NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72267,-74.04726,Entire home/apt,214,7,83,2022-09-15,2.58,35,45,37,
40946724,TwinCity 2 BR/1 BA Apt - Minutes To NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72267,-74.04726,Entire home/apt,224,7,89,2022-09-07,2.68,35,64,34,
40961598,The comfy Spot /25 min to NYC / Parking Included,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76063,-74.04155,Entire home/apt,116,35,50,2022-09-11,1.59,69,292,30,
41004292,Subletting for a full year only,9850916,Adel,,Ward E (councilmember James Solomon),40.72256,-74.05057,Entire home/apt,60,356,0,,,1,0,0,
41079113,Lovely Huge Room! Next to the Bus to Times Square!,260181960,Ivan,,Ward D (councilmember Michael Yun),40.74908,-74.04942,Private room,40,30,2,2020-02-16,0.06,3,12,0,
41101216,🌹Quick 1GBInternet 2Bed/2Bath in Center of Hoboken,51756472,Michael,,Ward D (councilmember Michael Yun),40.74341,-74.03694,Entire home/apt,158,1,21,2022-08-06,0.64,54,0,5,
41134066,2BR~Prime West village~ Newly furnished~Best value,2119276,Eran,,Ward E (councilmember James Solomon),40.73373,-74.00654,Entire home/apt,250,30,2,2021-11-03,0.16,7,142,1,
41182924,Minutes away from New York City,322926908,Franklin,,Ward D (councilmember Michael Yun),40.76052,-74.04792,Entire home/apt,79,4,32,2022-03-20,1.01,1,59,22,
41207871,Beautiful 1 Bedroom & amenities galore!,18066965,Joe & Helen,,Ward E (councilmember James Solomon),40.73791,-74.03024,Entire home/apt,155,2,64,2022-08-21,2.06,1,80,29,
41314666,Safe/Central/Close  to NYC incl Parking,324601953,Elida,,Ward D (councilmember Michael Yun),40.75561,-74.03717,Entire home/apt,102,3,56,2022-09-14,1.78,1,158,29,
41353833,Chelsea Studio,6707708,Jonn,,Ward E (councilmember James Solomon),40.74179,-74.00401,Entire home/apt,132,7,11,2022-09-17,0.35,1,92,8,
41370884,Townhouse minutes to NYC,149400733,Joseph,,Ward D (councilmember Michael Yun),40.76652,-74.02751,Private room,79,30,1,2020-02-06,0.03,1,234,0,
41380803,Huge Room full of Windows-Walk 2 Path Train 2 NYC,273362834,Paul,,Ward C (councilmember Richard Boggiano),40.7325,-74.06539,Private room,49,29,32,2022-07-31,1.00,3,121,4,
41423534,"Spacious 3 BR + 1 Bath on The Heights, Jersey City",297373693,The Local Stay,,Ward D (councilmember Michael Yun),40.748,-74.05496,Entire home/apt,65,90,0,,,8,0,0,
41424963,Spacious & Chic 4 BR on the Heights,297373693,The Local Stay,,Ward D (councilmember Michael Yun),40.75289,-74.05719,Entire home/apt,150,90,0,,,8,0,0,
41425969,Bright & Spacious 4 BR on The Heights,297373693,The Local Stay,,Ward D (councilmember Michael Yun),40.75111,-74.05528,Entire home/apt,150,90,0,,,8,0,0,
41438439,829-1A Private Bedroom 25 mins to NYC Time Square,443343607,Kevin,,Ward D (councilmember Michael Yun),40.75826,-74.04794,Private room,40,30,7,2022-08-26,0.22,37,275,3,
41439480,829-1B Private Bedroom 25 Mins to NYC Tome Square,443343607,Kevin,,Ward D (councilmember Michael Yun),40.75689,-74.04901,Private room,39,30,7,2022-04-30,0.22,37,0,1,
41454887,Perfect 1 Bedroom Apartment in the heart of Soho,17551871,Evan,,Ward E (councilmember James Solomon),40.72678,-74.00176,Entire home/apt,181,30,3,2022-01-10,0.24,1,279,2,
41563656,NYC YACTH,58892083,Franco,,Ward E (councilmember James Solomon),40.71101,-74.0435,Entire home/apt,2000,2,0,,,1,179,0,
41609145,"Lux Tribeca 1BR w/ Gym, Doorman, Valet",107434423,Blueground,,Ward E (councilmember James Solomon),40.714,-74.00956,Entire home/apt,549,31,0,,,96,0,0,
41665951,Modern Sunny 3 bed 2 bath only 15 mins to NYC,141607065,Tara,,Ward A (councilmember Denise Ridley),40.69781,-74.08769,Entire home/apt,238,2,72,2022-09-05,3.71,1,91,39,Str21-00022
41683854,3 bedroom apartment near. Nyc,23126253,Danny,,Ward D (councilmember Michael Yun),40.76564,-74.03094,Entire home/apt,325,3,10,2022-05-02,0.38,9,311,8,
41760699,Large & Sunny Apartment 15 Minutes to Manhattan,5627628,Jeremy,,Ward E (councilmember James Solomon),40.72253,-74.05002,Entire home/apt,148,1,275,2022-09-11,8.55,1,50,110,
41767122,Private Room by PATH Train - 20 minutes to NYC,244228393,Paul,,Ward C (councilmember Richard Boggiano),40.73445,-74.06459,Private room,49,29,35,2022-06-21,1.09,3,140,3,
41774922,ELEGANT PRIVATE 1 BED ROOM ONLY 20 MIN. FROM NYC!,238979392,Thomas,,Ward B (councilmember Mira Prinz-Arey),40.72636,-74.07501,Private room,35,29,2,2020-03-30,0.06,1,0,0,
41888195,Cozy 2BR in Financial District with Washer/Dryer,330408656,Celine,,Ward F (councilmember Jermaine D. Robinson),40.70377,-74.00835,Entire home/apt,185,30,5,2022-06-30,0.16,5,285,3,
41928437,Quiet Blue Bedroom/ Exposed Brick Wall Livingroom,3020145,Eva,,Ward E (councilmember James Solomon),40.72521,-74.00275,Private room,129,3,3,2022-08-30,0.72,1,0,3,
41997533,"FiDi Studio w/ Doorman, nr Fulton Stn & Seaport",107434423,Blueground,,Ward E (councilmember James Solomon),40.70849320000001,-74.006492,Entire home/apt,318,31,0,,,96,260,0,
42042897,Large 2 BR 20 Minutes to Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76634,-74.0433,Entire home/apt,129,2,93,2022-08-28,2.95,25,258,31,
42047065,Hoboken Pearl,15396906,Reggie & Ira,,Ward D (councilmember Michael Yun),40.74637,-74.03709,Entire home/apt,126,1,43,2021-01-17,1.38,2,25,0,
42065562,Artezen Hotel,307633956,Artezen Hotel,,Ward E (councilmember James Solomon),40.70958,-74.00874,Hotel room,0,1,159,2022-09-02,6.93,1,0,48,
42075992,"Newly renovated, Clean & Close to NYC",50292858,Chelsea,,Ward D (councilmember Michael Yun),40.74508,-74.05301,Private room,73,1,80,2022-08-22,2.54,1,68,51,STR20-00083
42198552,Beautiful 3 Bdrm 2 Bath Private Luxury Townhouse!,66099031,Dan,,Ward E (councilmember James Solomon),40.73339,-74.00146,Entire home/apt,870,5,83,2022-08-28,2.74,1,321,45,
42201979,Sun-kissed 3BR Loft with Patio Minutes to NYC,24592423,Harmony,,Ward D (councilmember Michael Yun),40.74136,-74.04021,Entire home/apt,354,1,83,2022-09-09,2.63,6,311,40,
42375001,Cozy 1 BR 20 minutes from Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76707,-74.0423,Entire home/apt,111,2,58,2022-08-28,1.87,25,326,26,
42375938,Serene 1 BR 20 mins to Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76657,-74.04237,Entire home/apt,109,2,78,2022-07-14,2.51,25,283,29,
42404526,"Tribeca 1BR w/ Doorman, Gym, nr Freedom Tower",107434423,Blueground,,Ward E (councilmember James Solomon),40.714,-74.00956,Entire home/apt,473,31,0,,,96,215,0,
42414832,Stylish 3BR Retreat w Private Deck Near NYC,24592423,Harmony,,Ward D (councilmember Michael Yun),40.74337,-74.04081,Entire home/apt,370,2,10,2022-09-05,0.47,6,339,7,
42415090,Sun-drenched 3BR Loft with Outdoor Space Near NYC,24592423,Harmony,,Ward D (councilmember Michael Yun),40.74141,-74.04065,Entire home/apt,365,1,76,2022-08-20,3.04,6,301,41,
42492442,Luminous 2BR apt with work station 20min to NYC!,2837705,Alessandro,,Ward D (councilmember Michael Yun),40.74589,-74.02939,Entire home/apt,159,7,16,2022-09-08,0.64,2,129,10,
42495055,Big Bright Semi Private room min to NYC  WIFI,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.7402,-74.05286,Private room,35,29,10,2022-07-01,0.37,32,77,4,
42542758,Family Friendly Apartment Close to NYC!,77659205,Jose,,Ward A (councilmember Denise Ridley),40.68095,-74.10863,Entire home/apt,110,5,50,2022-09-05,1.61,1,46,18,
42661894,Charming 1 BR 20 minutes to Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76769,-74.04183,Entire home/apt,109,2,25,2022-08-20,0.82,25,320,7,
42663492,Charming one bedroom in the heart of Hoboken,127366808,Karen,,Ward D (councilmember Michael Yun),40.74344,-74.02925,Entire home/apt,110,2,143,2022-09-09,5.82,1,20,82,
42669227,TwinCity 2 BR/1 BA Apt- Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72267,-74.04726,Entire home/apt,200,7,15,2022-08-30,0.49,35,35,6,
42671875,"Modern 2 Bedroom, Wood Floors, Minutes to NYC",915721,Ray,,Ward F (councilmember Jermaine D. Robinson),40.71237,-74.07166,Entire home/apt,80,90,0,,,2,274,0,
42683148,Big Room in Jersey City!!** Long-term Stay**,274604030,Mario,,Ward D (councilmember Michael Yun),40.7468,-74.04944,Private room,40,40,1,2021-08-23,0.08,10,60,0,
42789111,Must-See Apartment near NYC,259903373,Jazmine,,Ward B (councilmember Mira Prinz-Arey),40.71553,-74.09202,Entire home/apt,155,1,22,2022-09-11,6.88,1,149,22,
42868646,Smart SoHo Studio nr the subway,107434423,Blueground,,Ward E (councilmember James Solomon),40.7245458,-74.0026469,Entire home/apt,326,31,0,,,96,109,0,
42901691,Immaculate High End Two Bed 1.5 Bath Apartment,253839975,J,,Ward F (councilmember Jermaine D. Robinson),40.71625,-74.07145,Entire home/apt,163,28,2,2020-06-04,0.07,7,353,0,
42911597,Sunny big bedroom with private bath,49357921,Ying,,Ward A (councilmember Denise Ridley),40.69519,-74.08872,Private room,60,30,2,2021-03-24,0.10,7,349,0,
42923312,Charming and Comfy close to NYC,8401624,Jadzia,,Ward F (councilmember Jermaine D. Robinson),40.71373,-74.07111,Entire home/apt,55,29,10,2022-06-20,0.34,1,85,3,
42928639,"160 ""3S"" Private room/Renovated/WIFI/mintes to NYC",6958867,Henry,,Ward D (councilmember Michael Yun),40.74952,-74.0488,Private room,45,29,2,2020-11-30,0.09,34,39,0,
42940196,"Spacious, quite and central 2BR apt- 20min to NYC!",2837705,Alessandro,,Ward D (councilmember Michael Yun),40.74612,-74.03087,Entire home/apt,163,10,11,2022-08-15,0.52,2,174,5,
42971489,2Bdrm Great Hoboken Location,40898359,Michele,,Ward E (councilmember James Solomon),40.739967,-74.031677,Private room,99,1,3,2022-08-19,0.11,4,0,1,
42982335,Private room in newport high rise building,257063931,Anuja,,Ward E (councilmember James Solomon),40.73031,-74.03413,Private room,1050,30,0,,,1,0,0,
43009405,Cheerful 2BR 20 mins to NYC! Parking/Laundry avail,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76828,-74.04236,Entire home/apt,129,2,45,2022-08-13,1.57,25,310,22,
43019845,ZSpacious 2Bed/2Bath in Heart of Hoboken,51756472,Michael,,Ward D (councilmember Michael Yun),40.74212,-74.03851,Entire home/apt,218,1,9,2022-07-31,0.31,54,0,4,
43077104,Entire Apartment West Village 1 Bedroom,5300585,Dan,,Ward E (councilmember James Solomon),40.72952,-74.00409,Private room,300,3,56,2022-09-12,2.05,1,272,27,
43079807,Fantastic 2 Bed 1 Bath Short Walk to Path Train,254422852,Ben,,Ward C (councilmember Richard Boggiano),40.73135,-74.07028,Entire home/apt,120,28,5,2022-01-03,0.19,3,168,4,
43106420,Luxury 1 bed apt in Jersey City Hudson riverfront,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,0,,,40,353,0,
43106930,Ultra-modern 1BR in Jersey City|high-end amenities,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,0,,,40,364,0,
43118943,Luxury 1 BR apartment in Jersey City Hudson,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,0,,,40,353,0,
43119291,Ultra-modern 1 BR apt in Jersey City Newport,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,0,,,40,364,0,
43119296,State-of-the-art 1 bed apartment to Jersey City,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,0,,,40,353,0,
43119856,Luxury 2 bed apt in Jersey City Hudson riverfront,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,0,,,40,362,0,
43119857,Ultra-modern 2 bed apt in Jersey City Newport,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,499,27,0,,,40,344,0,
43119860,Sophisticated 2 bed apt next to Newport Path,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,499,27,0,,,40,345,0,
43119862,State-of-the-art 2 bed apartment to Jersey City,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,0,,,40,362,0,
43144954,"Striking high-rise 1BR in Oceanside Hoboken, NJ",9419684,Churchill,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,0,,,40,361,0,
43144956,"Exemplary high-rise, pet-friendly 1BR | Hoboken|NJ",9419684,Churchill,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,0,,,40,361,0,
43144996,"Classic high-rise 1BR in riverside Hoboken, NJ",9419684,Churchill,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,0,,,40,361,0,
43152542,"Pet-friendly 1BR|riverfront seafront Hoboken, NJ",9419684,Churchill,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,0,,,40,361,0,
43152543,"Handsome high-rise, 1BR in waterfront Hoboken,NJ",9419684,Churchill,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,0,,,40,361,0,
43152544,"Striking high-rise 1Bed/1Bath|Oceanside Hoboken,NJ",9419684,Churchill,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,0,,,40,361,0,
43152545,"Exemplary high-rise 1Bed/1Bath in Hoboken, NJ",9419684,Churchill,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,0,,,40,361,0,
43153064,"Classic high-rise 2BR in riverside Hoboken, NJ",9419684,Churchill,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,349,9,0,,,40,346,0,
43216561,Sunny private cozy room,49357921,Ying,,Ward A (councilmember Denise Ridley),40.69326,-74.08887,Private room,35,30,4,2022-03-21,0.15,7,233,3,
43220251,Wall St | Fashionable Room + FIDI,336064553,Jose,,Ward F (councilmember Jermaine D. Robinson),40.70595,-74.00564,Private room,89,30,2,2022-08-12,0.12,3,69,1,
43220282,Wall St | Opulent Room + Desk,336064553,Jose,,Ward F (councilmember Jermaine D. Robinson),40.70603,-74.0062,Private room,89,30,0,,,3,9,0,
43220422,Wall St | Beauty Room + Desk,336064553,Jose,,Ward F (councilmember Jermaine D. Robinson),40.7061,-74.00571,Private room,89,30,4,2021-08-01,0.19,3,5,0,
43336441,"Private, Clean & Spacious Apartment in Hoboken!",51756472,Michael,,Ward D (councilmember Michael Yun),40.74219,-74.03702,Entire home/apt,219,1,9,2022-08-09,0.32,54,252,1,
43440216,Modern Hoboken 1 BR | Near NYC | GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,1,2020-09-13,0.04,52,361,0,
43442998,Upscale Hoboken Waterfront 2BR with Rooftop Access,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,Entire home/apt,406,10,0,,,39,346,0,
43443976,NICE SOHO ROOM ON PRINCE STREET- BEST PART OF NYC,47658174,Rod,,Ward E (councilmember James Solomon),40.72619,-74.00394,Private room,132,5,5,2022-08-30,0.18,2,327,4,
43449415,1 BR| Waterfront |gorgeous Rooftop| Mins to PATH,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,Entire home/apt,336,10,1,2020-10-18,0.04,39,361,0,
43449416,Hoboken NJ | 1BR Apartment | Waterfront | by BBS,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,Entire home/apt,336,10,0,,,39,361,0,
43449417,Hoboken NJ Waterfront | 1BR | Full kitchen |by BBS,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,Entire home/apt,336,10,0,,,39,361,0,
43449419,Upscale Hoboken Waterfront 1BR with Rooftop Access,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,Entire home/apt,336,10,2,2022-03-25,0.08,39,361,1,
43449421,"Newly Renovated 1 BR, short walk to Hoboken Ferry!",95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,Entire home/apt,336,10,2,2021-11-18,0.13,39,361,1,
43449422,Waterfront 1BR| Near Newark Airport| Wifi+Desk,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,Entire home/apt,336,10,1,2020-06-21,0.04,39,361,0,
43449425,Modern 1 BR| Hoboken NJ | Mins from PATH,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,Entire home/apt,336,10,1,2022-05-01,0.21,39,361,1,
43449426,Spacious 1BR | Hoboken  Waterfront | Rooftop Deck,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,Entire home/apt,336,10,2,2020-11-01,0.08,39,361,0,
43458122,Simple Comfortable Private Bdrm  Spacious 2bd Apt,40898359,Michele,,Ward E (councilmember James Solomon),40.7388,-74.0309,Private room,62,1,0,,,4,24,0,
43458699,"Cozy, Comfortable, PRIVATE Bdrm in Spacious2Bd Ap",40898359,Michele,,Ward E (councilmember James Solomon),40.7388,-74.03094,Private room,62,1,0,,,4,26,0,
43468667,🌸2 Bedroom/2 Bath Apartment in Heart of Hoboken,51756472,Michael,,Ward D (councilmember Michael Yun),40.74183,-74.03694,Entire home/apt,128,1,8,2021-01-04,0.28,54,0,0,
43486651,Home Away From Home,330945354,John,,Ward A (councilmember Denise Ridley),40.69307,-74.0952,Private room,50,1,0,,,1,0,0,
43496148,Modern 1BR Apt ! Pool ! Perfect for Travel Nurses,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,2,2020-12-05,0.07,52,353,0,
43496231,Charming 1BR | Steps from PATH/ Easy Access to NYC,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,1,2020-11-30,0.05,52,364,0,
43496258,Modern & Clean 1BR | Full Kitchen + W/D |JC by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,0,,,52,364,0,
43546737,Retro 90’s Vintage Style Duplex 1BR/1.5BA By NYC,38078874,Sammi (Xiao),,Ward F (councilmember Jermaine D. Robinson),40.71541,-74.0767,Entire home/apt,156,28,174,2022-08-12,6.33,1,353,42,STR21-00005
43547014,Sun Drenched Soho Loft,25597316,Mike,,Ward E (councilmember James Solomon),40.72014,-74.00148,Entire home/apt,1028,1,32,2022-09-18,1.15,2,167,11,
43547204,Chic Two Bedroom Soho Loft,25597316,Mike,,Ward E (councilmember James Solomon),40.72113,-74.00128,Entire home/apt,1014,1,19,2022-09-11,0.68,2,85,11,
43604603,IDEAL XL ROOM ON PRINCE STREET,47658174,Rod,,Ward E (councilmember James Solomon),40.72611,-74.00415,Private room,170,6,4,2022-05-18,0.45,2,327,4,
43623184,Comfortable home in Jersey City,31984915,Christopher,,Ward A (councilmember Denise Ridley),40.69993,-74.07986,Private room,160,2,0,,,1,363,0,
43656521,In the heart of the West Village Apt Lrg 1-bedroom,1873830,Melanie,,Ward E (councilmember James Solomon),40.734598367622674,-74.00363609377756,Entire home/apt,199,30,0,,,1,277,0,
43666781,Modern Pet-friendly 1BR  by Jersey City PATH,95459395,Bluebird,,Ward E (councilmember James Solomon),40.721886,-74.036446,Entire home/apt,464,27,1,2020-08-28,0.04,39,360,0,
43691688,"Large Soho 1Bd — bright, clean, new. Quiet street!",844318,Adam,,Ward E (councilmember James Solomon),40.72574,-74.00325,Entire home/apt,229,29,5,2021-09-30,0.24,1,72,1,
43766761,Zen-Styled Jersey City Apartment - 15 min to NYC,112276021,Sean,,Ward B (councilmember Mira Prinz-Arey),40.72269,-74.07946,Entire home/apt,89,2,9,2021-05-02,0.34,1,0,0,
43805042,"Spacious Duplex House near EWR, NYC and State Isl",182869653,Guo,,Ward A (councilmember Denise Ridley),40.68711,-74.10655,Entire home/apt,302,2,45,2022-08-31,1.72,3,279,21,
43883517,Perfect Luxury Soho Apartment / Brand New Building,350711081,Julian,,Ward E (councilmember James Solomon),40.72515,-74.00494,Entire home/apt,1107,5,20,2022-09-18,0.91,1,297,15,
43946690,🌳3 Bedroom/2 Bathroom Apartment Near NYC!,51756472,Michael,,Ward D (councilmember Michael Yun),40.74392,-74.03795,Entire home/apt,110,1,12,2022-08-14,0.46,54,0,1,
43970790,"(ul)CONTACT HOST B4 BOOKING,free street parking",15625009,Anders,,Ward D (councilmember Michael Yun),40.76935,-74.02971,Entire home/apt,61,60,2,2022-08-28,0.30,12,332,2,
44050519,Big and Cozy Private Room ** Long-term Stay**,260181960,Ivan,,Ward D (councilmember Michael Yun),40.74918,-74.04942,Private room,35,29,1,2020-11-01,0.04,3,122,0,
44162404,JC Heights Gem - Easy access to NYC.,17590911,Sammy,,Ward C (councilmember Richard Boggiano),40.7346,-74.05005,Entire home/apt,97,3,20,2022-08-27,1.08,2,274,14,
44230903,1BR apartment with Manhattan view,354116957,Katie,,Ward E (councilmember James Solomon),40.71943,-74.04066,Entire home/apt,169,15,9,2022-09-01,0.34,1,130,2,
44261202,Gorgeous W. Village 1BR w/ New Appliances,107434423,Blueground,,Ward E (councilmember James Solomon),40.7346709,-74.00350209999999,Entire home/apt,416,31,0,,,96,17,0,
44293278,🔅Newly Renovated 2 Bed 2 Bath Apartment in Hoboken,51756472,Michael,,Ward D (councilmember Michael Yun),40.74683,-74.03515,Entire home/apt,158,1,7,2022-08-10,0.27,54,0,5,
44293456,🔅Renovated Modern 2 Bed/2Bath Hoboken Apartment,51756472,Michael,,Ward D (councilmember Michael Yun),40.74735,-74.03628,Entire home/apt,158,1,5,2021-08-14,0.21,54,0,0,
44349991,Downtown Oasis,96035529,Martin,,Ward E (councilmember James Solomon),40.70941880837464,-74.00880165599912,Entire home/apt,800,5,2,2022-08-24,1.58,1,59,2,
44355095,Charming Boho Sun-Kissed Soho Apartment,1795207,Ann,,Ward E (councilmember James Solomon),40.72719,-74.00162,Entire home/apt,350,5,22,2022-09-16,1.42,1,45,20,
44392208,ADORABLE SUNNY BEDROOM 10 MIN TO NYC,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.7314,-74.05569,Private room,52,90,4,2021-05-29,0.16,12,254,0,
44393462,Financial District Gem,9930918,Alexander,,Ward E (councilmember James Solomon),40.71124,-74.00667,Private room,225,30,0,,,1,364,0,
44406351,Spacious Room to WFH 15 Minutes Outside NYC,31556107,Danielle,,Ward B (councilmember Mira Prinz-Arey),40.72642,-74.07615,Private room,48,120,20,2022-03-04,0.82,1,272,8,
44424842,Modern Garden Apartment 30mins from NYC,19786530,Stan,,Ward D (councilmember Michael Yun),40.74319,-74.061,Entire home/apt,140,28,29,2022-09-01,1.65,3,322,18,
44457500,Cozy apartment in Hoboken… sleeps up to 5 ppl.,241312070,Cindy,,Ward E (councilmember James Solomon),40.74073,-74.03459,Entire home/apt,168,2,43,2022-09-05,3.12,2,117,38,
44464375,Charming Soho Studio,40891373,Ashley,,Ward E (councilmember James Solomon),40.726733922177225,-74.00086630550295,Entire home/apt,188,7,1,2022-07-23,0.51,1,0,1,
44464896,Private Studio near NYC!,359128822,Mahmoud,,Ward A (councilmember Denise Ridley),40.70638,-74.08914,Private room,70,30,5,2021-10-15,0.19,1,0,1,
44493919,Large Stylish 3BR Loft on Cobblestone Ln. near NYC,24592423,Harmony,,Ward E (councilmember James Solomon),40.73973,-74.02896,Entire home/apt,398,1,68,2022-09-15,2.87,6,256,42,
44494860,Lavish 3BR Retreat w Private Rooftop Deck Near NYC,24592423,Harmony,,Ward D (councilmember Michael Yun),40.74257,-74.04157,Entire home/apt,368,1,24,2022-09-08,1.20,6,322,18,
